id,date,size_plt,peroid,category,location_id,item_id,popularity,revenue,income,avg_profit
207,2022-04-03 00:00:00.000,0.6931471824646,180,3,34,3259,6.30809844150953,33126.6602,0.00,0
208,2022-04-03 00:00:00.000,8.66265201568604,180,3,9,1118,6.27664348934164,44319.8516,5780.8501,0.130400002002716
209,2022-04-03 00:00:00.000,6.1717004776001,180,3,3,122,6.27287700654617,3663.00,477.00,0.130009576678276
210,2022-04-03 00:00:00.000,0.6931471824646,180,3,34,10276,6.26720054854136,9486.00,0.00,0
211,2022-04-03 00:00:00.000,6.16156578063965,180,3,27,9907,6.26339826259162,4263.8398,472.17,0.127427995204926
212,2022-04-03 00:00:00.000,6.90695476531982,180,3,13,812,6.24416690066374,10267.2002,997.20,0.128076612949371
213,2022-04-03 00:00:00.000,6.7921199798584,180,3,31,4725,6.21260609575152,7028.8003,888.80,0.129602447152138
214,2022-04-03 00:00:00.000,6.90875482559204,180,3,34,10283,6.18620862390049,20871.00,-999.00,-0.0804635211825371
215,2022-04-03 00:00:00.000,0.6931471824646,180,3,17,7822,6.16331480403464,0.00,0.00,0
216,2022-04-03 00:00:00.000,0.6931471824646,180,3,3,742,6.12905021006055,0.00,0.00,0
217,2022-04-03 00:00:00.000,7.3355884552002,180,0,27,5057,6.10031895202006,7985.9302,1531.9299,0.192367613315582
218,2022-04-03 00:00:00.000,5.29831743240356,180,0,8,9795,6.08677472691231,1518.00,198.00,0.130400002002716
219,2022-04-03 00:00:00.000,0.6931471824646,180,0,3,642,6.05443934626937,0.00,0.00,0
220,2022-04-03 00:00:00.000,7.31018924713135,180,0,3,4949,6.03787091992214,10321.46,1493.46,0.142385080456734
221,2022-04-03 00:00:00.000,5.91625595092773,180,0,27,106,6.00881318544259,2829.02,369.02,0.130434393882751
222,2022-04-03 00:00:00.000,0.6931471824646,180,0,34,10278,6.00141487796115,6448.00,0.00,0
223,2022-04-03 00:00:00.000,0.6931471824646,180,0,17,7818,5.99645208861902,44622.00,0.00,0
224,2022-04-03 00:00:00.000,7.07365083694458,180,0,3,4936,5.99645208861902,7049.1201,1178.45,0.151293024420738
